一部	0001
一	0001.01
丁	0001.02
七	0001.03
三	0001.04
下	0002.01
万	0002.02
丈	0002.03
上	0002.04
丐	0002.05
不	0002.06
丑	0003.01
丙	0003.02
世	0003.03
丕	0003.04
且	0003.05
丘	0003.06
丞	0003.07
並	0004.01
丨部	0004
丨	0004.02
个	0004.03
丫	0004.04
中	0004.05
丰	0004.06
丱	0004.07
串	0005.01
丳	0005.02
丶部	0005
丶	0005.03
丸	0005.04
丹	0005.05
主	0005.06
丿部	0006
丿	0006.01
乂	0006.02
乃	0006.03
久	0006.04
之	0006.05
乏	0007.01
乎	0007.02
乍	0007.03
丢	0007.04
乖	0007.05
乘	0007.06
乙部	0008
乙	0008.01
𠃉	0008.02
乜	0008.03
九	0008.04
也	0008.05
乞	0008.06
乩	0008.07
乳	0008.08
乾	0009.01
亂	0009.02
亄	0009.03
亅部	0009
亅	0009.04
了	0009.05
予	0009.06
事	0010.01
二部	0010
二	0010.02
亍	0010.03
于	0010.04
亓	0010.05
井	0010.06
云	0010.07
五	0011.01
互	0011.02
亙	0011.03
亞	0011.04
亟	0011.05
些	0011.06
亠部	0011
亠	0011.07
亡	0012.01
亢	0012.02
交	0012.03
亦	0012.04
亥	0012.05
亨	0013.01
享	0013.02
京	0013.03
亭	0013.04
亮	0013.05
亳	0013.06
亶	0013.07
亹	0014.01
人部	0014
人	0014.02
仄	0014.03
今	0014.04
从	0015.01
介	0015.02
仁	0015.03
什	0015.04
仃	0016.01
仆	0016.02
仂	0016.03
仇	0016.04
仉	0016.05
仍	0016.06
以	0016.07
令	0016.08
仝	0017.01
仕	0017.02
付	0017.03
代	0017.04
他	0017.05
仞	0017.06
仔	0017.07
仙	0017.08
仡	0017.09
仟	0018.01
企	0018.02
仿	0018.03
伉	0018.04
伈	0018.05
伎	0018.06
伍	0018.07
休	0018.08
仳	0019.01
似	0019.02
仰	0019.03
伅	0019.04
伐	0019.05
伇	0019.06
伋	0019.07
伏	0019.08
伊	0020.01
伃	0020.02
仲	0020.03
份	0020.04
价	0020.05
伀	0020.06
仵	0020.07
件	0020.08
任	0020.09
佘	0021.01
余	0021.02
佇	0021.03
佗	0021.04
位	0021.05
住	0021.06
佞	0021.07
佖	0021.08
伴	0021.09
伻	0021.10
佉	0022.01
佂	0022.02
估	0022.03
何	0022.04
体	0022.05
佐	0022.06
伾	0022.07
佑	0022.08
佈	0022.09
佀	0022.10
佛	0022.11
伺	0023.01
伽	0023.02
佔	0023.03
佋	0023.04
但	0023.05
伸	0023.06
佃	0023.07
伶	0023.08
你	0023.09
佚	0023.10
作	0024.01
佟	0024.02
伯	0024.03
低	0024.04
𠇗	0024.05
佁	0024.06
來	0024.07
侖	0024.08
侘	0024.09
佼	0025.01
依	0025.02
佽	0025.03
佯	0025.04
侅	0025.05
併	0025.06
侇	0025.07
侀	0025.08
佳	0025.09
侍	0026.01
佶	0026.02
使	0026.03
佴	0026.04
供	0026.05
侙	0026.06
侉	0026.07
例	0026.08
佰	0026.09
侑	0026.10
佷	0026.11
佌	0027.01
侗	0027.02
侣	0027.03
㑋	0027.04
侃	0027.05
佪	0027.06
佺	0027.07
佾	0027.08
佻	0027.09
侏	0027.10
侁	0027.11
